Temperature,Humidity,Pressure,CO,CO2,Fire
29.8,45.7,1030.0,0.21,720.0,True
29.5,45.4,1030.0,0.74,540.0,True
31.4,40.9,1030.0,0.0,816.0,True
30.7,42.4,1030.0,0.0,665.0,True
30.6,43.0,1030.0,0.08,910.0,True
31.1,41.4,1030.0,0.0,617.0,True
29.7,45.0,1030.0,0.23,567.0,True
31.7,40.9,1030.0,0.52,609.0,True
31.6,41.3,1030.0,0.29,625.0,True
29.8,45.7,1030.0,0.23,720.0,True
29.5,45.3,1030.0,0.7,542.0,True
31.4,40.9,1030.0,0.0,913.0,True
30.7,42.4,1030.0,0.0,741.0,True
30.6,42.9,1030.0,0.05,904.0,True
31.1,41.3,1030.0,0.0,712.0,True
29.8,45.0,1030.0,0.44,501.0,True
31.7,40.9,1030.0,0.42,732.0,True
31.6,41.2,1030.0,0.59,224.0,True
29.8,45.7,1030.0,0.14,720.0,True
29.5,45.4,1030.0,0.67,547.0,True
31.4,40.8,1030.0,0.0,910.0,True
30.7,42.5,1030.0,0.0,740.0,True
30.7,42.8,1030.0,0.12,903.0,True
31.1,41.3,1030.0,0.0,350.0,True
29.8,44.9,1030.0,0.4,557.0,True
31.7,40.9,1030.0,0.34,696.0,True
31.6,41.3,1030.0,0.48,563.0,True
29.8,45.6,1030.0,0.09,724.0,True
29.6,45.1,1030.0,0.86,547.0,True
31.4,40.8,1030.0,0.0,911.0,True
30.7,42.6,1030.0,0.08,698.0,True
30.7,42.8,1030.0,0.19,895.0,True
31.2,41.4,1030.0,0.0,342.0,True
29.8,44.9,1030.0,0.5,568.0,True
31.8,40.7,1030.0,0.44,541.0,True
31.6,41.3,1030.0,0.48,418.0,True
29.8,45.6,1030.0,0.17,726.0,True
29.6,45.1,1030.0,0.95,545.0,True
31.4,40.8,1030.0,0.0,836.0,True
30.6,42.6,1030.0,0.0,682.0,True
30.7,42.7,1030.0,0.16,898.0,True
31.2,41.3,1030.0,0.0,398.0,True
29.8,44.9,1030.0,0.55,447.0,True
31.8,40.7,1030.0,0.52,646.0,True
31.5,41.6,1030.0,0.45,412.0,True
29.8,45.5,1030.0,0.24,724.0,True
29.7,45.0,1030.0,0.86,544.0,True
31.4,40.8,1030.0,0.0,675.0,True
30.6,42.5,1030.0,0.06,669.0,True
30.7,42.8,1030.0,0.22,901.0,True
31.2,41.3,1030.0,0.0,417.0,True
29.8,44.8,1030.0,0.47,439.0,True
31.8,40.8,1030.0,0.53,288.0,True
31.5,41.5,1030.0,0.52,415.0,True
29.8,45.6,1030.0,0.2,724.0,True
29.7,44.9,1030.0,0.7,543.0,True
31.4,40.8,1030.0,0.0,899.0,True
30.7,42.3,1030.0,0.01,704.0,True
30.7,42.7,1030.0,0.21,905.0,True
31.2,41.1,1030.0,0.0,419.0,True
29.8,44.8,1030.0,0.66,528.0,True
31.8,40.8,1030.0,0.33,752.0,True
31.5,41.4,1030.0,0.72,321.0,True
29.8,45.6,1030.0,0.18,726.0,True
29.7,45.1,1030.0,0.79,545.0,True
31.5,40.8,1030.0,0.0,912.0,True
30.7,42.3,1030.0,0.07,742.0,True
30.8,42.6,1030.0,0.2,906.0,True
31.2,41.1,1030.0,0.0,414.0,True
29.9,44.7,1030.0,0.47,556.0,True
31.8,40.7,1030.0,0.37,592.0,True
31.5,41.3,1030.0,0.49,548.0,True
29.8,45.7,1030.0,0.24,726.0,True
29.7,45.0,1030.0,0.78,547.0,True
31.5,40.7,1030.0,0.0,899.0,True
30.7,42.3,1030.0,0.01,708.0,True
30.8,42.5,1030.0,0.18,902.0,True
31.2,41.1,1030.0,0.0,429.0,True
29.9,44.8,1030.0,0.47,580.0,True
31.7,40.8,1030.0,0.48,305.0,True
31.6,41.2,1030.0,0.55,527.0,True
29.8,45.6,1030.0,0.24,731.0,True
29.7,44.8,1030.0,0.86,549.0,True
31.5,40.8,1030.0,0.0,808.0,True
30.7,42.3,1030.0,0.0,718.0,True
30.9,42.3,1030.0,0.21,912.0,True
31.3,41.2,1030.0,0.0,698.0,True
29.9,44.7,1030.0,0.45,565.0,True
31.8,40.8,1030.0,0.42,763.0,True
31.7,41.2,1030.0,0.46,613.0,True
29.8,45.6,1030.0,0.17,731.0,True
29.7,45.0,1030.0,0.9,549.0,True
31.5,40.7,1030.0,0.0,496.0,True
30.7,42.3,1030.0,0.0,710.0,True
30.9,42.2,1030.0,0.3,922.0,True
31.3,41.0,1030.0,0.0,372.0,True
29.9,44.7,1030.0,0.55,582.0,True
31.8,40.7,1030.0,0.3,722.0,True
31.7,41.1,1030.0,0.57,541.0,True
29.8,45.6,1030.0,0.19,731.0,True
29.7,45.1,1030.0,0.79,549.0,True
31.5,40.7,1030.0,0.0,905.0,True
30.7,42.3,1030.0,0.0,685.0,True
30.9,42.1,1030.0,0.23,925.0,True
31.3,41.0,1030.0,0.0,349.0,True
29.9,44.6,1030.0,0.6,611.0,True
31.8,40.7,1030.0,0.33,725.0,True
31.8,41.0,1030.0,0.6,469.0,True
29.8,45.7,1030.0,0.3,730.0,True
29.7,45.1,1030.0,0.8,551.0,True
31.5,40.7,1030.0,0.0,908.0,True
30.7,42.3,1030.0,0.01,724.0,True
30.9,42.2,1030.0,0.18,926.0,True
31.3,41.0,1030.0,0.0,467.0,True
30.0,44.5,1030.0,0.62,458.0,True
31.8,40.7,1030.0,0.43,376.0,True
31.8,41.0,1030.0,0.62,404.0,True
29.8,45.6,1030.0,0.28,730.0,True
29.7,45.0,1030.0,0.91,555.0,True
31.5,40.6,1030.0,0.0,904.0,True
30.7,42.3,1030.0,0.0,720.0,True
31.0,42.2,1030.0,0.22,931.0,True
31.4,40.9,1030.0,0.0,460.0,True
30.0,44.5,1030.0,0.59,413.0,True
31.8,40.6,1030.0,0.48,357.0,True
31.8,41.0,1030.0,0.64,413.0,True
29.8,45.6,1030.0,0.28,729.0,True
29.7,45.0,1030.0,0.96,555.0,True
31.6,40.6,1030.0,0.0,873.0,True
30.8,42.2,1030.0,0.01,697.0,True
31.0,42.1,1030.0,0.2,932.0,True
31.4,40.8,1030.0,0.0,470.0,True
30.0,44.4,1030.0,0.67,469.0,True
31.9,40.5,1030.0,0.58,418.0,True
31.7,41.0,1030.0,0.57,436.0,True
29.8,45.6,1030.0,0.31,731.0,True
29.7,45.0,1030.0,0.83,555.0,True
31.6,40.6,1030.0,0.0,632.0,True
30.8,42.2,1030.0,0.12,688.0,True
30.9,42.2,1030.0,0.2,932.0,True
31.4,40.8,1030.0,0.0,596.0,True
30.0,44.5,1030.0,0.72,534.0,True
31.9,40.4,1030.0,0.57,385.0,True
31.7,41.0,1030.0,0.87,534.0,True
29.9,45.6,1030.0,0.27,732.0,True
29.7,44.8,1030.0,0.73,556.0,True
31.6,40.6,1030.0,0.0,813.0,True
30.9,42.1,1030.0,0.0,665.0,True
30.9,42.3,1030.0,0.19,915.0,True
31.4,40.8,1030.0,0.0,626.0,True
30.1,44.4,1030.0,0.72,586.0,True
32.0,40.4,1030.0,0.63,501.0,True
31.8,41.0,1030.0,0.93,545.0,True
29.9,45.5,1030.0,0.26,735.0,True
29.7,44.9,1030.0,0.91,560.0,True
31.6,40.6,1030.0,0.0,894.0,True
30.9,42.0,1030.0,0.0,679.0,True
30.8,42.3,1030.0,0.22,903.0,True
31.4,40.8,1030.0,0.0,730.0,True
30.1,44.4,1030.0,0.71,600.0,True
32.0,40.4,1030.0,0.45,650.0,True
31.9,40.8,1030.0,0.74,605.0,True
29.9,45.5,1030.0,0.31,734.0,True
29.7,44.8,1030.0,0.9,561.0,True
31.6,40.5,1030.0,0.0,899.0,True
30.9,41.9,1030.0,0.0,758.0,True
30.9,42.3,1030.0,0.19,904.0,True
31.4,40.9,1030.0,0.0,653.0,True
30.1,44.4,1030.0,0.72,239.0,True
31.9,40.5,1030.0,0.54,442.0,True
31.9,40.8,1030.0,0.72,621.0,True
29.9,45.4,1030.0,0.26,733.0,True
29.7,44.9,1030.0,1.07,560.0,True
31.6,40.4,1030.0,0.0,878.0,True
30.9,41.9,1030.0,0.0,699.0,True
30.9,42.2,1030.0,0.16,904.0,True
31.5,40.8,1030.0,0.03,595.0,True
30.1,44.3,1030.0,0.69,572.0,True
32.0,40.4,1030.0,0.41,436.0,True
31.9,40.8,1030.0,0.68,430.0,True
29.9,45.5,1030.0,0.18,735.0,True
29.8,44.8,1030.0,1.13,561.0,True
31.7,40.4,1030.0,0.19,819.0,True
30.9,42.1,1030.0,0.0,676.0,True
31.0,42.1,1030.0,0.2,903.0,True
31.5,40.9,1030.0,0.05,574.0,True
30.1,44.2,1030.0,0.76,562.0,True
32.0,40.4,1030.0,0.42,701.0,True
31.9,40.9,1030.0,0.71,419.0,True
29.9,45.5,1030.0,0.27,738.0,True
29.8,44.8,1030.0,1.06,562.0,True
31.7,40.4,1030.0,0.04,880.0,True
30.9,42.0,1030.0,0.0,700.0,True
31.0,42.1,1030.0,0.25,899.0,True
31.5,40.7,1030.0,0.0,422.0,True
30.1,44.1,1030.0,0.66,471.0,True
31.9,40.6,1030.0,0.61,301.0,True
31.9,40.8,1030.0,0.72,397.0,True
29.9,45.5,1030.0,0.21,737.0,True
29.8,44.8,1030.0,1.1,560.0,True
31.7,40.3,1030.0,0.06,936.0,True
30.9,42.0,1030.0,0.0,675.0,True
31.0,42.1,1030.0,0.24,900.0,True
31.6,40.8,1030.0,0.02,441.0,True
30.2,44.1,1030.0,0.81,530.0,True
31.9,40.6,1030.0,0.59,792.0,True
32.1,40.7,1030.0,0.87,418.0,True
29.9,45.5,1030.0,0.14,738.0,True
29.8,44.8,1030.0,1.16,561.0,True
31.7,40.3,1030.0,0.03,931.0,True
30.9,41.9,1030.0,0.0,719.0,True
31.0,42.1,1030.0,0.35,898.0,True
31.6,40.9,1030.0,0.0,445.0,True
30.2,44.1,1030.0,0.79,423.0,True
31.9,40.6,1030.0,0.58,418.0,True
32.1,40.8,1030.0,0.65,528.0,True
29.9,45.5,1030.0,0.2,734.0,True
29.8,44.8,1030.0,1.02,561.0,True
31.7,40.3,1030.0,0.03,912.0,True
30.9,41.9,1030.0,0.02,758.0,True
31.0,42.1,1030.0,0.29,899.0,True
31.6,40.9,1030.0,0.04,307.0,True
30.2,44.1,1030.0,0.79,558.0,True
32.0,40.5,1030.0,0.65,551.0,True
32.0,40.7,1030.0,0.6,544.0,True
29.9,45.5,1030.0,0.22,728.0,True
29.8,44.7,1030.0,1.11,560.0,True
31.8,40.3,1030.0,0.0,658.0,True
30.9,41.9,1030.0,0.0,701.0,True
31.0,42.1,1030.0,0.24,902.0,True
31.6,40.7,1030.0,0.0,668.0,True
30.2,44.1,1030.0,0.82,601.0,True
32.0,40.5,1030.0,0.65,293.0,True
31.9,40.7,1030.0,0.74,646.0,True
29.9,45.4,1030.0,0.18,731.0,True
29.8,44.7,1030.0,1.11,561.0,True
31.8,40.3,1030.0,0.0,842.0,True
31.0,41.9,1030.0,0.0,682.0,True
31.0,42.0,1030.0,0.23,912.0,True
31.6,40.9,1030.0,0.0,612.0,True
30.2,44.0,1030.0,0.85,605.0,True
32.0,40.4,1030.0,0.62,844.0,True
32.0,40.9,1030.0,0.46,361.0,True
29.9,45.4,1030.0,0.15,735.0,True
29.8,44.8,1030.0,0.97,560.0,True
31.8,40.6,1030.0,0.02,935.0,True
31.0,41.8,1030.0,0.0,645.0,True
31.0,42.0,1030.0,0.29,913.0,True
31.7,40.8,1030.0,0.0,597.0,True
30.2,44.0,1030.0,0.83,592.0,True
32.0,40.3,1030.0,0.55,478.0,True
32.0,40.7,1030.0,0.54,331.0,True
29.9,45.5,1030.0,0.2,737.0,True
29.8,44.7,1030.0,0.91,559.0,True
31.8,40.6,1030.0,0.0,927.0,True
31.0,41.8,1030.0,0.0,708.0,True
31.1,41.9,1030.0,0.24,915.0,True
31.8,40.5,1030.0,0.0,614.0,True
30.2,44.0,1030.0,0.75,597.0,True
32.0,40.4,1030.0,0.71,419.0,True
32.0,40.9,1030.0,0.55,319.0,True
29.9,45.4,1030.0,0.22,738.0,True
29.8,44.7,1030.0,1.04,559.0,True
31.8,40.4,1030.0,0.0,911.0,True
31.0,41.8,1030.0,0.0,739.0,True
31.1,41.8,1030.0,0.2,918.0,True
31.7,40.2,1030.0,0.0,447.0,True
30.2,44.0,1030.0,0.67,616.0,True
32.0,40.4,1030.0,0.71,484.0,True
32.0,40.9,1030.0,0.57,424.0,True
30.0,45.4,1030.0,0.26,736.0,True
29.8,44.8,1030.0,1.06,557.0,True
31.8,40.5,1030.0,0.0,652.0,True
31.0,41.8,1030.0,0.0,715.0,True
31.1,41.8,1030.0,0.2,916.0,True
31.7,40.3,1030.0,0.0,471.0,True
30.3,44.0,1030.0,0.7,459.0,True
32.0,40.5,1030.0,0.71,649.0,True
31.9,40.8,1030.0,0.59,426.0,True
30.0,45.4,1030.0,0.29,736.0,True
29.8,44.7,1030.0,0.92,557.0,True
31.8,40.5,1030.0,0.0,819.0,True
31.0,41.8,1030.0,0.0,708.0,True
31.1,41.8,1030.0,0.26,918.0,True
31.7,40.3,1030.0,0.06,615.0,True
30.3,43.9,1030.0,0.68,381.0,True
32.0,40.5,1030.0,0.57,738.0,True
32.0,40.9,1030.0,0.74,499.0,True
30.0,45.4,1030.0,0.29,735.0,True
29.9,44.7,1030.0,0.97,555.0,True
31.8,40.6,1030.0,0.0,941.0,True
31.0,41.9,1030.0,0.0,693.0,True
31.1,41.8,1030.0,0.23,921.0,True
31.7,40.2,1030.0,0.0,659.0,True
30.3,43.9,1030.0,0.5,478.0,True
32.1,40.4,1030.0,0.47,707.0,True
32.0,40.9,1030.0,0.69,630.0,True
30.0,45.4,1030.0,0.25,737.0,True
29.9,44.6,1030.0,1.07,556.0,True
31.8,40.6,1030.0,0.0,953.0,True
31.0,41.8,1030.0,0.0,681.0,True
31.1,41.9,1030.0,0.23,920.0,True
31.8,40.1,1030.0,0.09,752.0,True
30.3,43.9,1030.0,0.65,554.0,True
32.1,40.5,1030.0,0.55,553.0,True
32.0,40.7,1030.0,0.61,669.0,True
30.0,45.4,1030.0,0.25,738.0,True
29.9,44.5,1030.0,1.09,555.0,True
31.8,40.3,1030.0,0.0,945.0,True
31.0,41.8,1030.0,0.0,719.0,True
31.0,42.0,1030.0,0.21,926.0,True
31.8,40.2,1030.0,0.04,380.0,True
30.3,43.8,1030.0,0.75,602.0,True
32.1,40.4,1030.0,0.56,712.0,True
32.0,40.7,1030.0,0.76,649.0,True
30.0,45.4,1030.0,0.18,737.0,True
29.9,44.6,1030.0,1.02,553.0,True
31.8,40.3,1030.0,0.0,870.0,True
31.0,41.7,1030.0,0.0,725.0,True
31.0,42.0,1030.0,0.27,924.0,True
31.8,40.1,1030.0,0.0,343.0,True
30.3,43.7,1030.0,0.74,621.0,True
32.1,40.4,1030.0,0.68,854.0,True
32.0,40.7,1030.0,0.76,361.0,True
30.0,45.3,1030.0,0.18,738.0,True
29.9,44.5,1030.0,0.97,558.0,True
31.8,40.4,1030.0,0.0,876.0,True
31.0,41.7,1030.0,0.0,701.0,True
31.0,42.0,1030.0,0.28,916.0,True
31.8,40.2,1030.0,0.0,476.0,True
30.3,43.7,1030.0,0.73,236.0,True
32.1,40.4,1030.0,0.65,592.0,True
32.1,41.0,1030.0,0.7,343.0,True
30.0,45.3,1030.0,0.14,736.0,True
30.0,44.6,1030.0,0.91,560.0,True
31.9,40.5,1030.0,0.0,948.0,True
31.0,41.8,1030.0,0.0,690.0,True
31.0,42.0,1030.0,0.24,915.0,True
31.8,40.3,1030.0,0.0,481.0,True
30.4,43.8,1030.0,0.91,565.0,True
32.1,40.4,1030.0,0.6,494.0,True
32.1,41.0,1030.0,0.7,460.0,True
30.0,45.4,1030.0,0.16,724.0,True
30.0,44.6,1030.0,0.93,562.0,True
31.9,40.5,1030.0,0.0,940.0,True
31.0,41.7,1030.0,0.0,662.0,True
31.0,42.0,1030.0,0.19,921.0,True
31.9,40.3,1030.0,0.0,477.0,True
30.4,43.7,1030.0,0.77,342.0,True
32.1,40.4,1030.0,0.62,288.0,True
32.1,40.9,1030.0,0.34,434.0,True
30.0,45.3,1030.0,0.15,727.0,True
30.0,44.5,1030.0,0.91,567.0,True
31.9,40.5,1030.0,0.0,967.0,True
31.1,41.7,1030.0,0.0,702.0,True
31.0,42.0,1030.0,0.17,914.0,True
31.9,40.2,1030.0,0.02,598.0,True
30.4,43.9,1030.0,0.67,443.0,True
32.1,40.2,1030.0,0.42,276.0,True
32.1,40.8,1030.0,0.94,506.0,True
30.0,45.3,1030.0,0.17,732.0,True
30.0,44.5,1030.0,1.01,569.0,True
31.9,40.6,1030.0,0.0,900.0,True
31.1,41.8,1030.0,0.0,727.0,True
31.0,42.0,1030.0,0.2,905.0,True
31.9,40.0,1030.0,0.0,649.0,True
30.4,43.8,1030.0,0.63,516.0,True
32.2,40.2,1030.0,0.32,429.0,True
32.1,40.7,1030.0,0.97,515.0,True
30.0,45.3,1030.0,0.16,736.0,True
30.0,44.5,1030.0,1.02,572.0,True
31.9,40.4,1030.0,0.0,748.0,True
31.1,41.7,1030.0,0.0,706.0,True
31.0,42.0,1030.0,0.17,906.0,True
31.9,40.0,1030.0,0.0,727.0,True
30.4,43.7,1030.0,0.55,451.0,True
32.1,40.3,1030.0,0.59,567.0,True
32.1,40.6,1030.0,0.88,624.0,True
30.0,45.3,1030.0,0.14,735.0,True
30.0,44.4,1030.0,1.13,575.0,True
31.9,40.2,1030.0,0.0,951.0,True
31.1,41.6,1030.0,0.0,697.0,True
31.1,41.9,1030.0,0.14,916.0,True
31.9,40.1,1030.0,0.0,646.0,True
30.4,43.6,1030.0,0.64,549.0,True
32.2,40.3,1030.0,0.51,300.0,True
32.1,40.9,1030.0,0.92,654.0,True
30.1,45.3,1030.0,0.26,736.0,True
30.0,44.4,1030.0,1.23,577.0,True
31.9,40.3,1030.0,0.0,945.0,True
31.2,41.5,1030.0,0.0,682.0,True
31.1,41.9,1030.0,0.08,924.0,True
32.0,40.0,1030.0,0.0,612.0,True
30.5,43.6,1030.0,0.74,572.0,True
32.2,40.2,1030.0,0.54,802.0,True
32.1,40.9,1030.0,0.81,363.0,True
30.1,45.2,1030.0,0.27,734.0,True
30.0,44.4,1030.0,1.26,576.0,True
31.9,40.4,1030.0,0.0,965.0,True
31.1,41.6,1030.0,0.0,706.0,True
31.1,41.9,1030.0,0.22,925.0,True
32.0,39.8,1030.0,0.0,599.0,True
30.5,43.6,1030.0,0.82,615.0,True
32.2,40.2,1030.0,0.57,738.0,True
32.1,40.7,1030.0,0.41,361.0,True
30.1,45.2,1030.0,0.3,733.0,True
30.0,44.4,1030.0,1.34,575.0,True
31.9,40.4,1030.0,0.0,902.0,True
31.1,41.6,1030.0,0.0,731.0,True
31.1,41.8,1030.0,0.25,924.0,True
32.0,39.8,1030.0,0.0,442.0,True
30.5,43.6,1030.0,0.82,612.0,True
32.3,40.0,1030.0,0.51,701.0,True
32.1,40.8,1030.0,0.63,354.0,True
30.1,45.2,1030.0,0.2,730.0,True
30.0,44.4,1030.0,1.37,576.0,True
32.0,40.2,1030.0,0.0,875.0,True
31.1,41.7,1030.0,0.0,711.0,True
31.1,41.8,1030.0,0.18,923.0,True
32.0,40.0,1030.0,0.0,453.0,True
30.5,43.6,1030.0,0.78,547.0,True
32.3,40.2,1030.0,0.52,537.0,True
32.2,40.5,1030.0,0.56,445.0,True
30.1,45.1,1030.0,0.21,731.0,True
30.0,44.3,1030.0,1.41,576.0,True
32.0,40.2,1030.0,0.02,933.0,True
31.1,41.7,1030.0,0.0,699.0,True
31.2,41.8,1030.0,0.07,921.0,True
32.0,39.9,1030.0,0.0,585.0,True
30.5,43.7,1030.0,0.72,314.0,True
32.3,40.1,1030.0,0.62,697.0,True
32.2,40.4,1030.0,0.96,541.0,True
30.1,45.2,1030.0,0.32,734.0,True
30.0,44.3,1030.0,1.4,577.0,True
32.0,40.1,1030.0,0.01,948.0,True
31.1,41.8,1030.0,0.0,688.0,True
31.2,41.8,1030.0,0.14,923.0,True
32.0,39.9,1030.0,0.0,645.0,True
30.5,43.6,1030.0,0.65,543.0,True
32.3,40.1,1030.0,0.64,797.0,True
32.2,40.4,1030.0,0.82,584.0,True
30.1,45.2,1030.0,0.27,741.0,True
30.0,44.3,1030.0,1.47,576.0,True
32.0,40.3,1030.0,0.0,905.0,True
31.1,41.7,1030.0,0.0,701.0,True
31.2,41.8,1030.0,0.14,923.0,True
32.1,39.7,1030.0,0.07,752.0,True
30.5,43.6,1030.0,0.65,543.0,True
32.3,40.2,1030.0,0.66,786.0,True
32.2,40.2,1030.0,0.48,593.0,True
30.1,45.2,1030.0,0.4,740.0,True
30.1,44.3,1030.0,1.72,574.0,True
32.0,40.3,1030.0,0.03,874.0,True
31.1,41.7,1030.0,0.0,678.0,True
31.2,41.8,1030.0,0.35,926.0,True
32.1,39.9,1030.0,0.33,592.0,True
30.6,43.6,1030.0,0.76,376.0,True
32.3,40.1,1030.0,0.74,680.0,True
32.3,40.2,1030.0,0.71,314.0,True
30.1,45.2,1030.0,0.28,740.0,True
30.1,44.3,1030.0,1.63,575.0,True
32.0,40.1,1030.0,0.0,876.0,True
31.1,41.7,1030.0,0.0,712.0,True
31.2,41.9,1030.0,0.26,923.0,True
32.1,40.0,1030.0,0.0,602.0,True
30.6,43.6,1030.0,0.74,550.0,True
32.3,40.1,1030.0,0.63,729.0,True
32.3,40.3,1030.0,0.88,551.0,True
30.1,45.2,1030.0,0.15,741.0,True
30.1,44.3,1030.0,1.72,573.0,True
32.0,40.1,1030.0,0.005,956.0,True
31.1,41.7,1030.0,0.0,693.0,True
31.2,41.9,1030.0,0.2,924.0,True
32.1,39.9,1030.0,0.0,601.0,True
30.6,43.5,1030.0,0.76,606.0,True
32.3,40.1,1030.0,0.72,397.0,True
32.4,40.1,1030.0,1.01,435.0,True
30.1,45.2,1030.0,0.07,742.0,True
30.1,44.3,1030.0,1.66,571.0,True
32.1,40.1,1030.0,0.03,937.0,True
31.2,41.7,1030.0,0.0,675.0,True
31.2,41.9,1030.0,0.18,925.0,True
32.1,39.8,1030.0,0.0,439.0,True
30.6,43.5,1030.0,0.95,638.0,True
32.3,40.1,1030.0,0.77,530.0,True
32.4,40.1,1030.0,0.89,425.0,True
30.1,45.1,1030.0,0.13,745.0,True
30.1,44.3,1030.0,1.66,571.0,True
32.1,40.1,1030.0,0.02,946.0,True
31.2,41.8,1030.0,0.0,672.0,True
31.2,41.9,1030.0,0.13,925.0,True
32.1,39.9,1030.0,0.0,432.0,True
30.6,43.6,1030.0,0.84,612.0,True
32.3,40.1,1030.0,0.67,522.0,True
32.3,40.1,1030.0,0.82,386.0,True
30.1,45.2,1030.0,0.11,747.0,True
30.1,44.2,1030.0,1.62,572.0,True
32.1,39.9,1030.0,0.0,929.0,True
31.2,41.9,1030.0,0.0,753.0,True
31.2,41.9,1030.0,0.12,926.0,True
32.2,39.9,1030.0,0.0,410.0,True
30.6,43.7,1030.0,0.75,593.0,True
32.4,40.0,1030.0,0.8,302.0,True
32.3,40.2,1030.0,0.81,452.0,True
30.1,45.1,1030.0,0.2,747.0,True
30.1,44.3,1030.0,1.34,572.0,True
32.1,40.0,1030.0,0.06,581.0,True
31.2,41.8,1030.0,0.0,761.0,True
31.2,41.9,1030.0,0.17,929.0,True
32.2,39.8,1030.0,0.0,293.0,True
30.6,43.6,1030.0,0.94,633.0,True
32.3,40.1,1030.0,0.74,691.0,True
32.3,40.3,1030.0,0.65,500.0,True
30.1,45.1,1030.0,0.17,743.0,True
30.2,44.2,1030.0,1.36,574.0,True
32.1,40.0,1030.0,0.1,866.0,True
31.2,41.7,1030.0,0.0,714.0,True
31.2,41.9,1030.0,0.23,930.0,True
32.2,39.6,1030.0,0.0,588.0,True
30.7,43.6,1030.0,0.92,350.0,True
32.3,40.1,1030.0,0.78,636.0,True
32.4,40.1,1030.0,0.3,628.0,True
30.1,45.1,1030.0,0.29,744.0,True
30.2,44.1,1030.0,1.47,572.0,True
32.1,39.9,1030.0,0.01,941.0,True
31.2,41.7,1030.0,0.0,711.0,True
31.2,41.9,1030.0,0.23,933.0,True
32.2,39.5,1030.0,0.0,350.0,True
30.7,43.6,1030.0,0.73,570.0,True
32.3,40.2,1030.0,0.79,496.0,True
32.4,40.4,1030.0,0.55,494.0,True
30.2,45.1,1030.0,0.28,746.0,True
30.2,44.1,1030.0,1.43,572.0,True
32.1,40.1,1030.0,0.1,950.0,True
31.2,41.7,1030.0,0.0,680.0,True
31.2,41.9,1030.0,0.2,933.0,True
32.2,39.5,1030.0,0.0,343.0,True
30.7,43.5,1030.0,0.76,518.0,True
32.3,40.2,1030.0,0.72,529.0,True
32.5,40.4,1030.0,0.7,454.0,True
30.2,45.2,1030.0,0.35,746.0,True
30.2,44.1,1030.0,1.37,574.0,True
32.1,40.2,1030.0,0.1,908.0,True
31.3,41.7,1030.0,0.0,723.0,True
31.2,41.9,1030.0,0.2,938.0,True
32.2,39.7,1030.0,0.0,394.0,True
30.7,43.5,1030.0,0.74,489.0,True
32.4,40.1,1030.0,0.49,550.0,True
32.5,40.0,1030.0,0.63,317.0,True
30.2,45.1,1030.0,0.26,745.0,True
30.2,44.1,1030.0,1.39,576.0,True
32.2,40.0,1030.0,0.04,867.0,True
31.2,41.7,1030.0,0.0,741.0,True
31.2,41.9,1030.0,0.19,937.0,True
32.3,39.7,1030.0,0.04,430.0,True
30.7,43.3,1030.0,1.15,616.0,True
32.4,40.1,1030.0,0.59,377.0,True
32.5,39.9,1030.0,0.0,294.0,True
30.2,45.1,1030.0,0.26,747.0,True
30.2,44.1,1030.0,1.45,575.0,True
32.2,40.0,1030.0,0.04,891.0,True
31.2,41.7,1030.0,0.0,713.0,True
31.2,41.9,1030.0,0.17,937.0,True
32.3,39.6,1030.0,0.13,432.0,True
30.8,43.5,1030.0,1.13,631.0,True
32.4,40.1,1030.0,0.8,623.0,True
32.6,39.8,1030.0,0.0,299.0,True
30.2,45.0,1030.0,0.23,747.0,True
30.2,44.0,1030.0,1.51,576.0,True
32.2,39.9,1030.0,0.01,929.0,True
31.2,41.7,1030.0,0.0,722.0,True
31.2,42.0,1030.0,0.22,939.0,True
32.4,39.4,1030.0,0.11,436.0,True
30.8,43.6,1030.0,1.06,367.0,True
32.4,39.9,1030.0,0.84,501.0,True
32.6,39.8,1030.0,0.32,198.0,True
30.2,45.0,1030.0,0.2,748.0,True
30.2,44.0,1030.0,1.6,576.0,True
32.2,40.1,1030.0,0.13,959.0,True
31.2,41.8,1030.0,0.0,720.0,True
31.2,42.0,1030.0,0.25,948.0,True
32.5,39.4,1030.0,0.06,689.0,True
30.8,43.6,1030.0,1.08,608.0,True
32.4,39.9,1030.0,0.65,801.0,True
32.7,40.1,1030.0,0.73,584.0,True
30.2,45.0,1030.0,0.12,749.0,True
30.3,44.0,1030.0,1.75,579.0,True
32.3,39.9,1030.0,0.16,910.0,True
31.3,41.8,1030.0,0.0,702.0,True
31.2,42.1,1030.0,0.27,958.0,True
32.6,39.4,1030.0,0.0,761.0,True
30.8,43.6,1030.0,1.05,616.0,True
32.4,40.0,1030.0,0.84,609.0,True
32.7,40.2,1030.0,0.99,586.0,True
30.3,44.9,1030.0,0.2,749.0,True
30.3,43.9,1030.0,1.79,579.0,True
32.3,39.9,1030.0,0.2,861.0,True
31.3,41.8,1030.0,0.0,763.0,True
31.2,42.1,1030.0,0.32,971.0,True
32.6,39.2,1030.0,0.0,374.0,True
30.8,43.3,1030.0,1.07,360.0,True
32.5,39.9,1030.0,1.11,739.0,True
32.7,39.9,1030.0,1.02,664.0,True
30.3,44.9,1030.0,0.19,750.0,True
30.3,43.9,1030.0,1.56,580.0,True
32.3,40.0,1030.0,0.2,972.0,True
31.3,41.7,1030.0,0.0,757.0,True
