"Part";"Value";"Device";"Package";"Description";"ALLIED_NUMBER";"ALLIED_PRICE-STOCK";"ARROW_PART_NUMBER";"ARROW_PRICE-STOCK";"AVAILABILITY";"CHECK_PRICES";"DESCRIPTION";"DIGI-KEY_PART_NUMBER";"DIGI-KEY_PURCHASE_URL";"DIGIKEY_PART_NUMBER";"HEIGHT";"LCSC_DATASHEET";"LCSC_PART";"LCSC_PRICE1_EUR";"LCSC_ROTATION_CCW";"LCSC_STOCK";"MANUFACTURER_NAME";"MANUFACTURER_PART_NUMBER";"MF";"MOUSER_PART_NUMBER";"MOUSER_PRICE-STOCK";"MP";"MPN";"OC_FARNELL";"OC_NEWARK";"PACKAGE";"POPULARITY";"PRICE";"PROPERTIES";"PURCHASE-URL";"RS_PART_NUMBER";"RS_PRICE-STOCK";"SNAPEDA_LINK";"SPICEPREFIX";
"FB1";"BK1608HS601-T";"BK1608HS601-T";"BEADC1608X95N";"Ferrite Chip Bead(Lead Free)";"";"";"";"";"";"";"Ferrite Chip Bead(Lead Free)";"";"";"";"0.95mm";"";"";"";"";"";"Taiyo Yuden";"BK1608HS601-T";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"IC1";"STM32L476RGT6";"STM32L476RGT6";"QFP50P1200X1200X160-64N";"ARM MCU 32-bit 80MHz 1024KB  LQFP64 STMicroelectronics STM32L476RGT6, 32bit ARM Cortex M4 MCU, 80MHz, 1 MB Flash, 64-Pin LQFP";"";"";"STM32L476RGT6";"https://www.arrow.com/en/products/stm32l476rgt6/stmicroelectronics?utm_currency=USD&region=nac";"";"";"ARM MCU 32-bit 80MHz 1024KB  LQFP64 STMicroelectronics STM32L476RGT6, 32bit ARM Cortex M4 MCU, 80MHz, 1 MB Flash, 64-Pin LQFP";"";"";"";"1.6mm";"";"";"";"";"";"STMicroelectronics";"STM32L476RGT6";"";"511-STM32L476RGT6";"https://www.mouser.co.uk/ProductDetail/STMicroelectronics/STM32L476RGT6?qs=o58qnh%2FCpu44V%252B7CaDZzCA%3D%3D";"";"";"";"";"";"";"";"";"";"";"";"";"";
"J1";"10118192-0001LF";"10118192-0001LF";"AMPHENOL_10118192-0001LF";"Single Port 5 Contact Horizontal Right Angle Shielded Micro B USB 2.0 Connector";"";"";"";"";"Unavailable";"";" USB - micro B USB 2.0 Receptacle Connector 5 Position Surface Mount, Right Angle ";"";"";"";"";"";"";"";"";"";"";"";"Amphenol ICC";"";"";"10118192-0001LF";"";"";"";"None";"";"None";"";"";"";"";"";"";
"J2";"";"MA09-2";"MA09-2";"PIN HEADER";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"unknown";"unknown";"";"2";"";"";"";"";"";"";"";
"J3";"B4B-XH-A";"B4B-XH-A";"JST_B4B-XH-A";"";"";"";"";"";"";"https://www.snapeda.com/parts/B4B-XH-A/JST/view-part/?ref=eda";"                                                      Conn Shrouded Header (4 Sides) HDR 4 POS 2.5mm Solder ST Top Entry Thru-Hole Box                                              ";"";"";"455-B4B-XH-A-ND";"";"";"";"";"";"";"";"";"JST";"";"";"B4B-XH-A";"";"";"";"None";"";"";"";"";"";"";"https://www.snapeda.com/parts/B4B-XH-A/JST/view-part/?ref=snap";"";
"J4";"B5B-XH-A";"B5B-XH-A";"JST_B5B-XH-A";"";"";"";"";"";"";"https://www.snapeda.com/parts/B5B-XH-A/JST/view-part/?ref=eda";"                                                      JST Pin header, single-row straight 5-pin Header / Plug 5 Positions 2.5mm                                              ";"";"";"455-B5B-XH-A-ND";"";"";"";"";"";"";"";"";"JST";"";"";"B5B-XH-A";"";"";"";"None";"";"";"";"";"";"";"https://www.snapeda.com/parts/B5B-XH-A/JST/view-part/?ref=snap";"";
"J5";"B2B-PH-K-S";"B2B-PH-K-S";"JST_B2B-PH-K-S";"Check availability";"";"";"";"";"In Stock";"https://www.snapeda.com/parts/B2B-PH-K-S/JST/view-part/?ref=eda";"                                                      Connector Header Through Hole 2 position 0.079 (2.00mm)                                              ";"";"";"";"";"";"";"";"";"";"";"";"JST Sales";"";"";"B2B-PH-K-S";"";"";"";"None";"";"None";"";"https://www.snapeda.com/api/url_track_click_mouser/?unipart_id=473612&manufacturer=JST Sales&part_name=B2B-PH-K-S&search_term=b2b-ph-k-s";"";"";"https://www.snapeda.com/parts/B2B-PH-K-S/JST/view-part/?ref=snap";"";
"J7";"B4B-PH-K-S";"B4B-PH-K-S";"JST_B4B-PH-K-S";"Check availability";"";"";"";"";"In Stock";"https://www.snapeda.com/parts/B4B-PH-K-S/JST/view-part/?ref=eda";"                                                      Connector Header Through Hole 4 position 0.079 (2.00mm)                                              ";"";"";"";"";"";"";"";"";"";"";"";"JST Sales";"";"";"B4B-PH-K-S";"";"";"";"None";"";"None";"";"https://www.snapeda.com/api/url_track_click_mouser/?unipart_id=515305&manufacturer=JST Sales&part_name=B4B-PH-K-S&search_term=b4b-ph-k-s";"";"";"https://www.snapeda.com/parts/B4B-PH-K-S/JST/view-part/?ref=snap";"";
"J8";"U.FL-R-SMT-1(10)";"U.FL-R-SMT-1(10)";"HRS_U.FL-R-SMT-1(10)";"Check availability";"";"";"";"";"In Stock";"https://www.snapeda.com/parts/U.FL-R-SMT-1(10)/Hirose+Electric+Co+Ltd/view-part/?ref=eda";"                                                      U.FL (UMCC) Connector Receptacle, Male Pin 50 Ohms Surface Mount Solder                                              ";"";"";"";"";"";"";"";"";"";"";"";"Hirose";"";"";"U.FL-R-SMT-1(10)";"";"";"";"None";"";"None";"";"https://www.snapeda.com/api/url_track_click_mouser/?unipart_id=55192&manufacturer=Hirose&part_name=U.FL-R-SMT-1(10)&search_term=u.fl-r-smt-1(10)";"";"";"https://www.snapeda.com/parts/U.FL-R-SMT-1(10)/Hirose+Electric+Co+Ltd/view-part/?ref=snap";"";
"L1";"MLZ2012P220WT000";"MLZ2012P220WT000";"INDC2012X145N";"";"";"";"";"";"";"https://www.snapeda.com/parts/MLZ2012P220WT000/TDK/view-part/?ref=eda";"                                                      22 µH Shielded Multilayer Inductor 220 mA 1.25Ohm 0805 (2012 Metric)                                              ";"";"";"445-15751-1-ND";"";"";"";"";"";"";"";"";"TDK";"";"";"MLZ2012P220WT000";"";"";"";"2012 Bourns";"";"";"";"";"";"";"https://www.snapeda.com/parts/MLZ2012P220WT000/TDK/view-part/?ref=snap";"";
"L2";"DFE252012P-1R5M=P2";"DFE252012P-1R5M=P2";"INDC2520X120N";"Check availability";"";"";"";"";"In Stock";"https://www.snapeda.com/parts/DFE252012P-1R5M=P2/Murata+Electronics+North+America/view-part/?ref=eda";"                                                      Inductor with Inductance: 1.5uH Tol. +/-20%, Package: 1008 (2520)                                              ";"";"";"";"";"";"";"";"";"";"";"";"Murata Electronics";"";"";"DFE252012P-1R5M=P2";"";"";"";"2520 Murata";"";"None";"";"";"";"";"https://www.snapeda.com/parts/DFE252012P-1R5M=P2/Murata+Electronics+North+America/view-part/?ref=snap";"";
"L3";"1uH";"L_1R0_0805";"R0805";"Inductor General purpose SMD Inductors";"";"";"";"";"";"";"";"";"";"";"";"https://datasheet.lcsc.com/lcsc/2110081230_Sunlord-SDFL2012Q1R0KTF_C1042.pdf";"C1042";"";"0";"44995";"";"";"";"";"";"";"";"";"";"";"";"";"ManuPN: SDFL2012Q1R0KTF 50mA 1uH ±10% 400mOhm 0805  ROHS";"";"";"";"";"";
"L4";"2.2uH";"L_2R2_0805";"R0805";"Inductor General purpose SMD Inductors";"";"";"";"";"";"";"";"";"";"";"";"https://datasheet.lcsc.com/lcsc/1811061719_FH-Guangdong-Fenghua-Advanced-Tech-CMI201209U2R2KT_C1043.pdf";"C1043";"";"0";"37908";"";"";"";"";"";"";"";"";"";"";"";"";"ManuPN: CMI201209U2R2KT 50mA 2.2uH ±10% 600mOhm 0805  ROHS";"";"";"";"";"";
"R1";"RC0402FR-071KL";"RC0402FR-071KL";"RESC1005X40N";"RES SMD 1k OHM 1% 1/16W 0402";"";"";"";"";"";"";" 510 Ohms ±1% 0.063W, 1/16W Chip Resistor 0402 _1005 Metric_ Moisture Resistant Thick Film ";"311-510LRCT-ND";"https://www.digikey.com/product-detail/en/yageo/RC0402FR-07510RL/311-510LRCT-ND/729579?utm_source=snapeda&utm_medium=aggregator&utm_campaign=symbol";"";"";"";"";"";"";"";"";"";"Yageo";"";"";"RC0402FR-07510RL";"";"";"";"1005 Panasonic Electronic Components";"";"";"";"";"";"";"";"";
"R2";"RC0402FR-071KL";"RC0402FR-071KL";"RESC1005X40N";"RES SMD 1k OHM 1% 1/16W 0402";"";"";"";"";"";"";" 510 Ohms ±1% 0.063W, 1/16W Chip Resistor 0402 _1005 Metric_ Moisture Resistant Thick Film ";"311-510LRCT-ND";"https://www.digikey.com/product-detail/en/yageo/RC0402FR-07510RL/311-510LRCT-ND/729579?utm_source=snapeda&utm_medium=aggregator&utm_campaign=symbol";"";"";"";"";"";"";"";"";"";"Yageo";"";"";"RC0402FR-07510RL";"";"";"";"1005 Panasonic Electronic Components";"";"";"";"";"";"";"";"";
"R3";"RC0402FR-071KL";"RC0402FR-071KL";"RESC1005X40N";"RES SMD 1k OHM 1% 1/16W 0402";"";"";"";"";"";"";" 510 Ohms ±1% 0.063W, 1/16W Chip Resistor 0402 _1005 Metric_ Moisture Resistant Thick Film ";"311-510LRCT-ND";"https://www.digikey.com/product-detail/en/yageo/RC0402FR-07510RL/311-510LRCT-ND/729579?utm_source=snapeda&utm_medium=aggregator&utm_campaign=symbol";"";"";"";"";"";"";"";"";"";"Yageo";"";"";"RC0402FR-07510RL";"";"";"";"1005 Panasonic Electronic Components";"";"";"";"";"";"";"";"";
"R4";"RC0402FR-071KL";"RC0402FR-071KL";"RESC1005X40N";"RES SMD 1k OHM 1% 1/16W 0402";"";"";"";"";"";"";" 510 Ohms ±1% 0.063W, 1/16W Chip Resistor 0402 _1005 Metric_ Moisture Resistant Thick Film ";"311-510LRCT-ND";"https://www.digikey.com/product-detail/en/yageo/RC0402FR-07510RL/311-510LRCT-ND/729579?utm_source=snapeda&utm_medium=aggregator&utm_campaign=symbol";"";"";"";"";"";"";"";"";"";"Yageo";"";"";"RC0402FR-07510RL";"";"";"";"1005 Panasonic Electronic Components";"";"";"";"";"";"";"";"";
"R5";"RC0402FR-071KL";"RC0402FR-071KL";"RESC1005X40N";"RES SMD 1k OHM 1% 1/16W 0402";"";"";"";"";"";"";" 510 Ohms ±1% 0.063W, 1/16W Chip Resistor 0402 _1005 Metric_ Moisture Resistant Thick Film ";"311-510LRCT-ND";"https://www.digikey.com/product-detail/en/yageo/RC0402FR-07510RL/311-510LRCT-ND/729579?utm_source=snapeda&utm_medium=aggregator&utm_campaign=symbol";"";"";"";"";"";"";"";"";"";"Yageo";"";"";"RC0402FR-07510RL";"";"";"";"1005 Panasonic Electronic Components";"";"";"";"";"";"";"";"";
"R6";"R_10K_0603";"R_10K_0603";"R0603";"Resistor General purpose SMD Resistor";"";"";"";"";"";"";"";"";"";"";"";"https://datasheet.lcsc.com/lcsc/2110260030_UNI-ROYAL-Uniroyal-Elec-0603WAF1002T5E_C25804.pdf";"C25804";"";"0";"7979018";"";"";"";"";"";"";"";"";"";"";"";"";"±1% 1/10W Thick Film Resistors 75V ±100ppm -55°C~+155°C 10kOhm 0603  ROHS";"";"";"";"";"";
"R7";"RT0402FRE074K7L";"RT0402FRE074K7L";"RESC1005X35N";"RES SMD 4.7K OHM 1% 1/16W 0402";"";"";"";"";"";"";" 4.7 kOhms ±1% 0.063W, 1/16W Chip Resistor 0402 _1005 Metric_ Thin Film ";"YAG3347CT-ND";"https://www.digikey.com/product-detail/en/yageo/RT0402FRE074K7L/YAG3347CT-ND/5418052?utm_source=snapeda&utm_medium=aggregator&utm_campaign=symbol";"";"";"";"";"";"";"";"";"";"Yageo";"";"";"RT0402FRE074K7L";"";"";"";"1005 Yageo";"";"";"";"";"";"";"";"";
"R8";"RC0402FR-0710KL";"RC0402FR-0710KL";"RESC1005X40N";"RES SMD 10k OHM 1% 1/16W 0402";"";"";"";"";"";"";" 510 Ohms ±1% 0.063W, 1/16W Chip Resistor 0402 _1005 Metric_ Moisture Resistant Thick Film ";"311-510LRCT-ND";"https://www.digikey.com/product-detail/en/yageo/RC0402FR-07510RL/311-510LRCT-ND/729579?utm_source=snapeda&utm_medium=aggregator&utm_campaign=symbol";"";"";"";"";"";"";"";"";"";"Yageo";"";"";"RC0402FR-07510RL";"";"";"";"1005 Panasonic Electronic Components";"";"";"";"";"";"";"";"";
"R9";"RC0402FR-071KL";"RC0402FR-071KL";"RESC1005X40N";"RES SMD 1k OHM 1% 1/16W 0402";"";"";"";"";"";"";" 510 Ohms ±1% 0.063W, 1/16W Chip Resistor 0402 _1005 Metric_ Moisture Resistant Thick Film ";"311-510LRCT-ND";"https://www.digikey.com/product-detail/en/yageo/RC0402FR-07510RL/311-510LRCT-ND/729579?utm_source=snapeda&utm_medium=aggregator&utm_campaign=symbol";"";"";"";"";"";"";"";"";"";"Yageo";"";"";"RC0402FR-07510RL";"";"";"";"1005 Panasonic Electronic Components";"";"";"";"";"";"";"";"";
"R10";"RC0402FR-071KL";"RC0402FR-071KL";"RESC1005X40N";"RES SMD 1k OHM 1% 1/16W 0402";"";"";"";"";"";"";" 510 Ohms ±1% 0.063W, 1/16W Chip Resistor 0402 _1005 Metric_ Moisture Resistant Thick Film ";"311-510LRCT-ND";"https://www.digikey.com/product-detail/en/yageo/RC0402FR-07510RL/311-510LRCT-ND/729579?utm_source=snapeda&utm_medium=aggregator&utm_campaign=symbol";"";"";"";"";"";"";"";"";"";"Yageo";"";"";"RC0402FR-07510RL";"";"";"";"1005 Panasonic Electronic Components";"";"";"";"";"";"";"";"";
"R11";"RT0402FRE074K7L";"RT0402FRE074K7L";"RESC1005X35N";"RES SMD 4.7K OHM 1% 1/16W 0402";"";"";"";"";"";"";" 4.7 kOhms ±1% 0.063W, 1/16W Chip Resistor 0402 _1005 Metric_ Thin Film ";"YAG3347CT-ND";"https://www.digikey.com/product-detail/en/yageo/RT0402FRE074K7L/YAG3347CT-ND/5418052?utm_source=snapeda&utm_medium=aggregator&utm_campaign=symbol";"";"";"";"";"";"";"";"";"";"Yageo";"";"";"RT0402FRE074K7L";"";"";"";"1005 Yageo";"";"";"";"";"";"";"";"";
"R12";"SMD-RES-22R-1%-1/16W(0402)";"SMD-RES-22R-1%-1/16W(0402)";"R0402";"";"";"";"";"";"";"https://www.snapeda.com/parts/RC0402FR-0722RL/Yageo/view-part/?ref=eda";"                                                      22 Ohms ±1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Moisture Resistant Thick Film                                              ";"";"";"311-22.0LRCT-ND";"";"";"";"";"";"";"";"";"Yageo";"";"";"RC0402FR-0722RL";"";"";"";"0402 Yageo";"";"";"";"";"";"";"https://www.snapeda.com/parts/RC0402FR-0722RL/Yageo/view-part/?ref=snap";"";
"R13";"1.18k";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"C861193";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"";"R";
"R14";"1.13k";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"C137782";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"";"R";
"R15";"1k";"R_1K_0603";"R0603";"Resistor General purpose SMD Resistor";"";"";"";"";"";"";"";"";"";"";"";"https://datasheet.lcsc.com/lcsc/2110252030_UNI-ROYAL-Uniroyal-Elec-0603WAF1001T5E_C21190.pdf";"C21190";"";"0";"5175299";"";"";"";"";"";"";"";"";"";"";"";"";"±1% 1/10W Thick Film Resistors 75V ±100ppm -55°C~+155°C 1kOhm 0603  ROHS";"";"";"";"";"";
"R16";"1k";"R_1K_0603";"R0603";"Resistor General purpose SMD Resistor";"";"";"";"";"";"";"";"";"";"";"";"https://datasheet.lcsc.com/lcsc/2110252030_UNI-ROYAL-Uniroyal-Elec-0603WAF1001T5E_C21190.pdf";"C21190";"";"0";"5175299";"";"";"";"";"";"";"";"";"";"";"";"";"±1% 1/10W Thick Film Resistors 75V ±100ppm -55°C~+155°C 1kOhm 0603  ROHS";"";"";"";"";"";
"R20";"732k";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"C403344";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"";"R";
"R21";"100k";"R_100K_0603";"R0603";"Resistor General purpose SMD Resistor";"";"";"";"";"";"";"";"";"";"";"";"https://datasheet.lcsc.com/lcsc/2110260030_UNI-ROYAL-Uniroyal-Elec-0603WAF1003T5E_C25803.pdf";"C25803";"";"0";"5826279";"";"";"";"";"";"";"";"";"";"";"";"";"±1% 1/10W Thick Film Resistors 75V ±100ppm -55°C~+155°C 100kOhm 0603  ROHS";"";"";"";"";"";
"R22";"100k";"R_100K_0603";"R0603";"Resistor General purpose SMD Resistor";"";"";"";"";"";"";"";"";"";"";"";"https://datasheet.lcsc.com/lcsc/2110260030_UNI-ROYAL-Uniroyal-Elec-0603WAF1003T5E_C25803.pdf";"C25803";"";"0";"5826279";"";"";"";"";"";"";"";"";"";"";"";"";"±1% 1/10W Thick Film Resistors 75V ±100ppm -55°C~+155°C 100kOhm 0603  ROHS";"";"";"";"";"";
"R23";"10k";"R_10K_0603";"R0603";"Resistor General purpose SMD Resistor";"";"";"";"";"";"";"";"";"";"";"";"https://datasheet.lcsc.com/lcsc/2110260030_UNI-ROYAL-Uniroyal-Elec-0603WAF1002T5E_C25804.pdf";"C25804";"";"0";"7979018";"";"";"";"";"";"";"";"";"";"";"";"";"±1% 1/10W Thick Film Resistors 75V ±100ppm -55°C~+155°C 10kOhm 0603  ROHS";"";"";"";"";"";
"R24";"R_100K_0603";"R_100K_0603";"R0603";"Resistor General purpose SMD Resistor";"";"";"";"";"";"";"";"";"";"";"";"https://datasheet.lcsc.com/lcsc/2110260030_UNI-ROYAL-Uniroyal-Elec-0603WAF1003T5E_C25803.pdf";"C25803";"";"0";"5826279";"";"";"";"";"";"";"";"";"";"";"";"";"±1% 1/10W Thick Film Resistors 75V ±100ppm -55°C~+155°C 100kOhm 0603  ROHS";"";"";"";"";"";
"R25";"R_680K_0603";"R_680K_0603";"R0603";"Resistor General purpose SMD Resistor";"";"";"";"";"";"";"";"";"";"";"";"https://datasheet.lcsc.com/lcsc/2110260030_UNI-ROYAL-Uniroyal-Elec-0603WAF6803T5E_C25822.pdf";"C25822";"";"0";"134268";"";"";"";"";"";"";"";"";"";"";"";"";"±1% 1/10W Thick Film Resistors 75V ±100ppm -55°C~+155°C 680kOhm 0603  ROHS";"";"";"";"";"";
"R26";"R_130K_0603";"R_130K_0603";"R0603";"Resistor General purpose SMD Resistor";"";"";"";"";"";"";"";"";"";"";"";"https://datasheet.lcsc.com/lcsc/2110252030_UNI-ROYAL-Uniroyal-Elec-0603WAF1303T5E_C22795.pdf";"C22795";"";"0";"107177";"";"";"";"";"";"";"";"";"";"";"";"";"±1% 1/10W Thick Film Resistors 75V ±100ppm -55°C~+155°C 130kOhm 0603  ROHS";"";"";"";"";"";
"STLINK_INTERFACE";"";"MA03-2";"MA03-2";"PIN HEADER";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"unknown";"unknown";"";"15";"";"";"";"";"";"";"";
"SV1";"";"MA04-1";"MA04-1";"PIN HEADER";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"unknown";"unknown";"";"41";"";"";"";"";"";"";"";
"SV2";"";"MA04-1";"MA04-1";"PIN HEADER";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"unknown";"unknown";"";"41";"";"";"";"";"";"";"";
"SW1";"434133025816";"434133025816";"434133025816";"Check availability";"";"";"";"";"In Stock";"https://www.snapeda.com/parts/434133025816/W%25C3%25BCrth+Elektronik+Midcom/view-part/?ref=eda";"                                                      Tactile Switch SPST-NO Top Actuated Surface Mount                                              ";"";"";"";"";"";"";"";"";"";"";"";"Würth Elektronik";"";"";"434133025816";"";"";"";"None";"";"None";"";"";"";"";"https://www.snapeda.com/parts/434133025816/W%25C3%25BCrth+Elektronik+Midcom/view-part/?ref=snap";"";
"U$1";"24LC32AT-I/SN";"24LC32AT-I/SN";"SOIC127P794X203-8N";"";"";"";"";"";"";"https://www.snapeda.com/parts/24LC32AT-I/SN/Microchip+Technology/view-part/?ref=eda";"                                                      32K, 4K X 8, 2.5V SER EE IND8 SOIC 3.90mm(.150in) T/R | Microchip Technology Inc. 24LC32AT-I/SN                                              ";"";"";"24LC32AT-I/SNCT-ND";"";"";"";"";"";"";"";"";"Microchip Technology";"";"";"24LC32AT-I/SN";"";"";"";"SOIC-8 Microchip";"";"";"";"";"";"";"https://www.snapeda.com/parts/24LC32AT-I/SN/Microchip+Technology/view-part/?ref=snap";"";
"U1";"BME280";"BME280";"PSON65P250X250X100-8N";"";"";"";"";"";"";"https://www.snapeda.com/parts/BME280/Bosch/view-part/?ref=eda";"                                                      Board Mount Humidity Sensors MEMS humidity, pressure and temperature sensor                                              ";"";"";"828-1063-1-ND";"";"";"";"";"";"";"";"";"Bosch";"";"";"BME280";"";"";"";"LGA-8 Bosch";"";"";"";"";"";"";"https://www.snapeda.com/parts/BME280/Bosch/view-part/?ref=snap";"";
"U2";"TPS63070RNMT";"TPS63070RNMT";"VREG_TPS63070RNMT";"Check availability";"";"";"";"";"In Stock";"https://www.snapeda.com/parts/TPS63070RNMT/Texas+Instruments/view-part/?ref=eda";"                                                      Wide input voltage (2V-16V) buck-boost converter                                              ";"";"";"";"";"";"";"";"";"";"";"";"Texas Instruments";"";"";"TPS63070RNMT";"";"";"";"VQFN-HR-15 Texas Instruments";"";"None";"";"";"";"";"https://www.snapeda.com/parts/TPS63070RNMT/Texas+Instruments/view-part/?ref=snap";"";
"U3";"NEO-6M-GPS";"NEO-6M-GPS";"XCVR_NEO-6M-GPS";"Check availability";"";"";"";"";"Not in stock";"https://www.snapeda.com/parts/NEO-6M-GPS/u-blox/view-part/?ref=eda";"                                                      GPS Development Tools SparkFun GNSS-RTK Dead Reckoning Breakout - ZED-F9K (Qwiic)                                              ";"";"";"";"";"";"";"";"";"";"";"";"u-blox";"";"";"NEO-6M-GPS";"";"";"";"None";"";"None";"";"";"";"";"https://www.snapeda.com/parts/NEO-6M-GPS/u-blox/view-part/?ref=snap";"";
"U4";"TPS62142RGTT";"TPS62142RGTT";"QFN50P300X300X100-17N";"Check availability";"";"";"";"";"In Stock";"https://www.snapeda.com/parts/TPS62142RGTT/Texas+Instruments/view-part/?ref=eda";"                                                      3–17V 2A Step-Down Converter in 3x3 QFN package                                              ";"";"";"";"";"";"";"";"";"";"";"";"Texas Instruments";"";"";"TPS62142RGTT";"";"";"";"VQFN-16 Texas Instruments";"";"None";"";"https://www.snapeda.com/api/url_track_click_mouser/?unipart_id=1002928&manufacturer=Texas Instruments&part_name=TPS62142RGTT&search_term=tps62142rgtt";"";"";"https://www.snapeda.com/parts/TPS62142RGTT/Texas+Instruments/view-part/?ref=snap";"";
"U5";"TPS61022RWUR";"TPS61022RWUR";"CONV_TPS61022RWUR";"Check availability";"";"";"";"";"In Stock";"https://www.snapeda.com/parts/TPS61022RWUR/Texas+Instruments/view-part/?ref=eda";"                                                      8-A boost converter with 0.5-V ultra-low input voltage                                              ";"";"";"";"";"";"";"";"";"";"";"";"Texas Instruments";"";"";"TPS61022RWUR";"";"";"";"VQFN-HR-7 Texas Instruments";"";"None";"";"";"";"";"https://www.snapeda.com/parts/TPS61022RWUR/Texas+Instruments/view-part/?ref=snap";"";
"U7";"BQ24074RGTR";"BQ24074RGTR";"QFN50P300X300X100-17N";"Check availability";"";"";"";"";"In Stock";"https://www.snapeda.com/parts/BQ24074RGTR/Texas+Instruments/view-part/?ref=eda";"                                                      Standalone 1-cell 1.5-A linear battery charger, Power Path, 4.2-V VBAT, 10.5-V OVP and 4.4-V VOUT                                              ";"";"";"";"";"";"";"";"";"";"";"";"Texas Instruments";"";"";"BQ24074RGTR";"";"";"";"VQFN-16 Texas Instruments";"";"None";"";"";"";"";"https://www.snapeda.com/parts/BQ24074RGTR/Texas+Instruments/view-part/?ref=snap";"";
"Y1";"ABLS-8.000MHZ-B2-T";"ABLS-8.000MHZ-B2-T";"XTAL_ABLS-8.000MHZ-B2-T";"Crystal 8MHz Â±20ppm (Tol) Â±50ppm (Stability) 18pF FUND 80Ohm 2-Pin HC-49/US SMD T/R";"";"";"";"";"Unavailable";"";" 8MHz ±20ppm Crystal 18pF 80 Ohms HC-49/US ";"";"";"";"";"";"";"";"";"";"";"";"Abracon LLC";"";"";"ABLS-8.000MHZ-B2";"";"";"";"HC-49/US Abracon LLC";"";"None";"";"";"";"";"";"";
"Y2";"ECS-.327-12.5-12QS-TR";"ECS-.327-12.5-12QS-TR";"XTAL_ECS-.327-12.5-12QS-TR";"SMD CRYSTAL 32.768 KHz";"";"";"";"";"Unavailable";"";" 32.768kHz ±20ppm Crystal 12.5pF 90 kOhms 2-SMD, No Lead ";"";"";"";"";"";"";"";"";"";"";"";"ECS Inc.";"";"";"ECS-.327-12.5-12QS-TR";"";"";"";"SMD-2 ECS International";"";"None";"";"";"";"";"";"";
