timestamp,node_id,temperature,humidity,pressure,co_ppm,co2_ppm,fire,video_time_sec
2026-04-24 15:33:05,1,25.5,47.59,1013.22,44.0,755,1.0,16.0
2026-04-24 15:33:21,1,25.53,47.03,1013.1,27.0,762,1.0,32.0
2026-04-24 15:33:25,1,25.48,47.14,1013.19,32.0,710,1.0,36.0
2026-04-24 15:33:35,1,25.89,47.76,1013.18,48.0,812,1.0,46.0
2026-04-24 15:33:45,1,26.04,45.98,1013.17,13.0,773,1.0,56.0
2026-04-24 15:33:55,1,26.48,46.71,1013.06,57.0,835,1.0,66.0
2026-04-24 15:34:04,1,27.08,45.12,1013.05,36.0,886,1.0,75.0
2026-04-24 15:34:14,1,27.29,43.71,1013.13,27.0,850,1.0,85.0
2026-04-24 15:34:24,1,27.45,43.48,1013.12,65.0,815,1.0,95.0
2026-04-24 15:34:34,1,27.54,43.33,1013.12,58.0,874,1.0,105.0
2026-04-24 15:34:44,1,27.35,42.4,1013.1,26.0,834,1.0,115.0
2026-04-24 15:34:54,1,27.77,43.7,1013.18,42.0,935,1.0,125.0
2026-04-24 15:35:04,1,27.63,42.61,1013.1,34.0,844,1.0,135.0
2026-04-24 15:35:14,1,27.68,42.61,1013.2,49.0,877,1.0,145.0
2026-04-24 15:35:24,1,27.44,42.51,1013.12,34.0,868,1.0,155.0
2026-04-24 15:35:37,1,27.76,43.69,1012.97,40.0,977,1.0,168.0
2026-04-24 15:35:44,1,27.72,42.72,1013.13,15.0,891,1.0,175.0
2026-04-24 15:35:54,1,27.47,42.19,1013.11,21.0,749,1.0,185.0
2026-04-24 15:36:04,1,27.89,43.3,1013.07,52.0,893,1.0,195.0
2026-04-24 15:36:14,1,28.38,42.0,1013.09,21.0,1044,1.0,205.0
2026-04-24 15:36:24,1,28.7,40.83,1013.05,13.0,951,1.0,215.0
2026-04-24 15:36:34,1,29.14,40.12,1013.03,12.0,880,1.0,225.0
2026-04-24 15:36:44,1,29.35,39.6,1013.08,4.0,742,1.0,235.0
2026-04-24 15:36:54,1,29.05,39.34,1013.05,5.0,648,1.0,245.0
2026-04-24 15:37:00,1,29.05,39.34,1013.05,5.0,648,1.0,251.0
2026-04-24 15:37:07,1,28.76,40.02,1013.08,8.0,614,1.0,258.0
2026-04-24 15:37:14,1,28.57,40.43,1013.04,12.0,653,1.0,265.0
2026-04-24 15:37:17,1,28.57,40.43,1013.04,12.0,653,1.0,268.0
2026-04-24 15:37:20,1,28.57,40.43,1013.04,12.0,653,1.0,271.0
2026-04-24 15:37:24,1,28.64,40.52,1013.06,13.0,683,1.0,275.0
2026-04-24 15:37:34,1,29.16,40.09,1013.06,7.0,701,1.0,285.0
2026-04-24 15:37:44,1,29.28,39.72,1013.06,6.0,651,1.0,295.0
2026-04-24 15:37:54,1,29.23,38.96,1013.14,2.0,588,1.0,305.0
2026-04-24 15:38:04,1,29.0,39.4,1013.08,2.0,521,0.3,315.0
2026-04-24 15:38:14,1,29.0,38.97,1013.08,2.0,524,0.3,325.0
2026-04-24 15:38:24,1,28.56,39.06,1013.1,0.0,468,0.3,335.0
2026-04-24 15:38:34,1,28.03,39.87,1013.01,0.0,434,0.3,345.0
2026-04-24 15:38:47,1,27.84,41.03,1013.07,0.0,420,0.3,358.0
2026-04-24 15:38:54,1,27.63,41.47,1013.18,0.0,420,0.3,365.0
2026-04-24 15:39:04,1,27.23,41.75,1013.03,0.0,406,0.3,375.0
2026-04-24 15:39:14,1,27.15,42.34,1013.09,0.0,415,0.6,385.0
2026-04-24 15:39:24,1,27.05,42.58,1013.05,0.0,421,0.6,395.0
2026-04-24 15:39:34,1,27.57,42.65,1013.15,0.0,463,0.6,405.0
2026-04-24 15:39:44,1,27.74,42.36,1013.05,0.0,469,0.6,415.0
2026-04-24 15:39:54,1,27.59,41.84,1013.11,0.0,469,0.6,425.0
2026-04-24 15:39:57,1,27.59,41.84,1013.11,0.0,469,0.6,428.0
2026-04-24 15:40:04,1,27.15,41.36,1012.95,0.0,464,0.6,435.0
2026-04-24 15:40:14,1,26.7,41.81,1013.02,0.0,456,0.85,445.0
2026-04-24 15:40:23,1,26.12,43.03,1012.99,6.0,508,0.85,454.0
2026-04-24 15:40:33,1,25.59,44.3,1012.92,0.0,510,0.85,464.0
2026-04-24 15:40:43,1,25.21,44.73,1013.0,0.0,482,0.85,474.0
2026-04-24 15:40:53,1,24.89,44.22,1012.94,0.0,464,0.85,484.0
2026-04-24 15:41:03,1,24.74,44.32,1012.86,5.0,498,0.85,494.0
2026-04-24 15:41:13,1,24.79,44.86,1013.03,5.0,539,0.85,504.0
2026-04-24 15:41:23,1,24.76,45.16,1012.92,2.0,544,0.85,514.0
2026-04-24 15:41:27,1,24.76,45.16,1012.92,2.0,544,0.85,518.0
2026-04-24 15:41:33,1,24.79,45.98,1012.96,3.0,576,0.85,524.0
2026-04-24 15:41:43,1,24.73,46.83,1012.96,9.0,570,0.85,534.0
2026-04-24 15:41:53,1,24.65,46.91,1012.97,2.0,585,0.85,544.0
2026-04-24 15:42:03,1,24.73,47.28,1012.96,5.0,588,0.85,554.0
2026-04-24 15:42:13,1,25.02,47.9,1012.95,5.0,637,0.85,564.0
2026-04-24 15:42:23,1,25.02,47.15,1013.03,1.0,620,0.85,574.0
2026-04-24 15:42:33,1,24.82,47.1,1012.97,2.0,574,0.85,584.0
2026-04-24 15:42:43,1,24.79,47.48,1012.95,0.0,581,0.85,594.0
2026-04-24 15:42:53,1,24.55,47.37,1012.93,0.0,538,0.85,604.0
2026-04-24 15:43:03,1,24.54,47.52,1012.97,2.0,534,0.85,614.0
2026-04-24 15:43:13,1,24.47,47.87,1012.9,0.0,539,0.85,624.0
2026-04-24 15:43:23,1,24.25,48.58,1012.96,2.0,532,0.85,634.0
2026-04-24 15:43:33,1,24.55,49.55,1012.89,16.0,622,0.85,644.0
2026-04-24 15:43:43,1,25.03,48.7,1012.89,13.0,740,0.85,654.0
2026-04-24 15:43:56,1,25.4,47.41,1012.93,0.0,681,0.85,667.0
2026-04-24 15:44:03,1,26.07,46.66,1012.91,2.0,623,0.85,674.0
2026-04-24 15:44:13,1,26.68,44.25,1012.94,0.0,604,0.85,684.0
2026-04-24 15:44:23,1,26.99,43.62,1012.99,0.0,544,0.85,694.0
2026-04-24 15:44:33,1,27.79,43.15,1012.99,0.0,626,0.85,704.0
2026-04-24 15:44:39,1,27.79,43.15,1012.99,0.0,626,0.85,710.0
2026-04-24 15:44:42,1,27.79,43.15,1012.99,0.0,626,0.85,713.0
2026-04-24 15:44:43,1,28.6,42.03,1012.92,6.0,705,0.85,714.0
2026-04-24 15:44:53,1,29.22,40.57,1012.98,0.0,703,0.85,724.0
2026-04-24 15:45:03,1,29.52,39.53,1012.96,5.0,645,0.85,734.0
2026-04-24 15:45:13,1,30.14,38.99,1012.95,24.0,745,0.85,744.0
2026-04-24 15:45:23,1,30.87,38.13,1012.92,18.0,857,0.85,754.0
2026-04-24 15:45:33,1,31.44,36.88,1012.93,6.0,866,0.85,764.0
2026-04-24 15:45:36,1,31.44,36.88,1012.93,6.0,866,0.85,767.0
2026-04-24 15:45:43,1,31.47,36.7,1012.96,0.0,739,0.85,774.0
2026-04-24 15:45:53,1,31.4,36.54,1012.93,0.0,612,0.85,784.0
2026-04-24 15:46:06,1,30.73,36.96,1012.9,0.0,528,0.85,797.0
2026-04-24 15:46:13,1,29.61,38.22,1012.89,0.0,472,0.85,804.0
2026-04-24 15:46:23,1,28.9,40.11,1012.89,6.0,501,0.85,814.0
2026-04-24 15:46:36,1,27.93,40.51,1012.8,0.0,498,0.85,827.0
2026-04-24 15:46:43,1,27.17,41.82,1012.9,0.0,468,0.85,834.0
2026-04-24 15:46:56,1,26.8,42.7,1012.92,0.0,483,0.85,847.0
2026-04-24 15:47:02,1,27.08,43.74,1012.83,19.0,572,0.85,853.0
2026-04-24 15:47:12,1,27.72,43.8,1012.88,32.0,722,0.85,863.0
2026-04-24 15:47:16,1,27.72,43.8,1012.88,32.0,722,0.85,867.0
2026-04-24 15:47:22,1,28.95,43.15,1012.89,26.0,928,0.85,873.0
2026-04-24 15:47:32,1,29.79,41.16,1012.89,27.0,921,0.85,883.0
2026-04-24 15:47:42,1,30.67,39.63,1012.89,34.0,987,0.85,893.0
2026-04-24 15:47:52,1,31.04,38.34,1012.91,8.0,926,0.85,903.0
2026-04-24 15:48:02,1,31.5,37.9,1012.89,8.0,854,0.85,913.0
2026-04-24 15:48:12,1,31.5,37.9,1012.89,8.0,854,0.85,923.0
2026-04-24 15:48:12,1,31.65,36.92,1012.88,13.0,763,0.85,923.0
2026-04-24 15:48:22,1,31.68,36.58,1012.93,6.0,691,0.85,933.0
2026-04-24 15:48:32,1,31.65,36.7,1012.89,14.0,642,0.85,943.0
2026-04-24 15:48:42,1,31.84,36.62,1012.91,21.0,690,0.85,953.0
2026-04-24 15:48:52,1,31.92,36.1,1012.86,16.0,698,0.85,963.0
2026-04-24 15:49:02,1,32.05,35.81,1012.91,2.0,674,0.85,973.0
2026-04-24 15:49:12,1,32.49,35.9,1012.88,13.0,707,0.85,983.0
2026-04-24 15:49:22,1,31.96,35.42,1012.92,5.0,640,0.85,993.0
2026-04-24 15:49:25,1,31.96,35.42,1012.92,5.0,640,0.85,996.0
2026-04-24 15:49:32,1,31.93,35.69,1012.94,0.0,662,0.85,1003.0
2026-04-24 15:49:42,1,32.03,35.84,1012.82,7.0,614,0.85,1013.0
2026-04-24 15:49:52,1,32.11,35.91,1012.8,7.0,659,0.85,1023.0
2026-04-24 15:50:05,1,31.93,35.78,1012.88,13.0,635,0.85,1036.0
2026-04-24 15:50:12,1,31.99,36.26,1012.86,12.0,637,0.85,1043.0
